UID,Text,Parent UID,Parent Text,Hierarchy Path
"8JxzZE1gn","When I edit product details, the changes must save successfully. #Manual#Automated","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I edit product details, the changes must save successfully. #Manual#Automated"
"mpz8sfTln","When I click the ""Update Quantity"" button, the ""Update Product Quantity"" popup must open. #Manual","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I click the ""Update Quantity"" button, the ""Update Product Quantity"" popup must open. #Manual"
"FNvcRfK7J","When the ""Update Product Quantity"" popup opens, the ""Add Quantity"" tab must be selected by default. #Manual","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When the ""Update Product Quantity"" popup opens, the ""Add Quantity"" tab must be selected by default. #Manual"
"7FFn7nlDM","When I add quantity for a product, the updated quantity must reflect correctly. #Manual","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I add quantity for a product, the updated quantity must reflect correctly. #Manual"
"gidEvQOy5","When I remove quantity from a product, the updated quantity must reflect correctly. #Manual","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I remove quantity from a product, the updated quantity must reflect correctly. #Manual"
"InY5wz1Pd","When I attempt to remove quantity greater than available stock, an error must be displayed. #Manual","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I attempt to remove quantity greater than available stock, an error must be displayed. #Manual"
"AMh6-2uWS","When I remove quantity equal to available stock, it must handle correctly. #Manual","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I remove quantity equal to available stock, it must handle correctly. #Manual"
"CN389OJRI","When I view the ""Stock Incoming"" tab, all incoming stock details must be displayed correctly. #Manual","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I view the ""Stock Incoming"" tab, all incoming stock details must be displayed correctly. #Manual"
"sRhs0N2rQ","When I view the ""Stock Outgoing"" tab, all outgoing stock details must be displayed correctly. #Manual","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I view the ""Stock Outgoing"" tab, all outgoing stock details must be displayed correctly. #Manual"
"IT7fgRao7","When I view the ""Removed Stock"" tab, all removed stock details must be displayed correctly. #Manual","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I view the ""Removed Stock"" tab, all removed stock details must be displayed correctly. #Manual"
"neqNnvH0m","When I sort the ""Removed Stock"" tab, the list must update according to the selected column. #Manual","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I sort the ""Removed Stock"" tab, the list must update according to the selected column. #Manual"
"lGaDFWPF2","When adding a product, the Active/Inactive toggle must be present. #Manual","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When adding a product, the Active/Inactive toggle must be present. #Manual"
"YK79vHWKN","When editing a product, the Active/Inactive toggle must be present. #Manual","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When editing a product, the Active/Inactive toggle must be present. #Manual"
"laZa7v-vp","When a product is inactive, it must not appear in the Billing Module during purchase. #Manual","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When a product is inactive, it must not appear in the Billing Module during purchase. #Manual"
"LuaeAoiHt","When adding/removing quantity, inactive products must appear in the dropdown. #Manual","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When adding/removing quantity, inactive products must appear in the dropdown. #Manual"
"2mQvCJA1E","When viewing the product table, the Status column must display the correct active/inactive state. #Manual","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When viewing the product table, the Status column must display the correct active/inactive state. #Manual"
"yYMI-Rnab","When sorting the product table, inactive products must appear at the end. #Manual","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When sorting the product table, inactive products must appear at the end. #Manual"
"2dYE3E7o1","When I toggle a product from Active to Inactive, the status must update correctly. #Manual","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I toggle a product from Active to Inactive, the status must update correctly. #Manual"
"9JOPySpjy","When I toggle a product from Inactive to Active, the status must update correctly. #Manual","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I toggle a product from Inactive to Active, the status must update correctly. #Manual"
"vGt-Sa3uQ","When I click on the settings module then the admin/provider's personal details tab must be selected by default among Personal Details, Available Hours & Service, and Account Details tabs and details must be shown. #Manual","xu-LHjh0-","Test cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Settings > Screen 1: > Test cases > When I click on the settings module then the admin/provider's personal details tab must be selected by default among Personal Details, Available Hours & Service, and Account Details tabs and details must be shown. #Manual"
"Y9e_vmxQH","When I click on the edit button of provider's basic details then the provider's ""Edit Basic Details"" form must get opened. #Manual","xu-LHjh0-","Test cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Settings > Screen 1: > Test cases > When I click on the edit button of provider's basic details then the provider's ""Edit Basic Details"" form must get opened. #Manual"
"oyOlnQ5Z4","When I click on all the tabs then I must be able to navigate between three tabs and all data related to those tabs must be displayed. #Manual","xu-LHjh0-","Test cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Settings > Screen 1: > Test cases > When I click on all the tabs then I must be able to navigate between three tabs and all data related to those tabs must be displayed. #Manual"
"1HSPAudc3","When I view the edit form then all the previously filled fields which are filled during adding the provider must be pre-filled. #Manual","xu-LHjh0-","Test cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Settings > Screen 1: > Test cases > When I view the edit form then all the previously filled fields which are filled during adding the provider must be pre-filled. #Manual"
"kDvADDZ39","When I interact with the pre-filled fields then I must be able to edit the pre-filled fields and change them. #Manual","xu-LHjh0-","Test cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Settings > Screen 1: > Test cases > When I interact with the pre-filled fields then I must be able to edit the pre-filled fields and change them. #Manual"
"RZa6K_ae0","When I click on assigned facilities dropdown then all the active facilities must be shown in the list. #Manual","xu-LHjh0-","Test cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Settings > Screen 1: > Test cases > When I click on assigned facilities dropdown then all the active facilities must be shown in the list. #Manual"
"niTf6rxvj","When I select a facility then the facility must get assigned to the user. #Manual","xu-LHjh0-","Test cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Settings > Screen 1: > Test cases > When I select a facility then the facility must get assigned to the user. #Manual"
"jEM3nd2Jp","When I assign multiple facilities then the user must be able to be assigned to 1 or more facilities. #Manual","xu-LHjh0-","Test cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Settings > Screen 1: > Test cases > When I assign multiple facilities then the user must be able to be assigned to 1 or more facilities. #Manual"
"7mQF6X9NK","When I do not assign any facility to provider and try to save then an error message ""At least one facility must be assigned"" must be shown. #Manual","xu-LHjh0-","Test cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Settings > Screen 1: > Test cases > When I do not assign any facility to provider and try to save then an error message ""At least one facility must be assigned"" must be shown. #Manual"
"NTZdrK64K","When I click on ""Add Signature"" button then the ""Add Signature"" popup must get opened. #Manual","xu-LHjh0-","Test cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Settings > Screen 1: > Test cases > When I click on ""Add Signature"" button then the ""Add Signature"" popup must get opened. #Manual"
"b3gbX0cUE","When I view the ""Add Signature"" popup then there must be 3 ways to add signature: ""Type"", ""Draw"", and ""Upload"". #Manual","xu-LHjh0-","Test cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Settings > Screen 1: > Test cases > When I view the ""Add Signature"" popup then there must be 3 ways to add signature: ""Type"", ""Draw"", and ""Upload"". #Manual"
"sS041NKu6","When I click on Type tab in ""Add Signature"" popup and type the signature in input field and select font (cursive, monospace, serif, sans-serif) then a preview of signature in selected font must be shown below before adding. #Manual","xu-LHjh0-","Test cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Settings > Screen 1: > Test cases > When I click on Type tab in ""Add Signature"" popup and type the signature in input field and select font (cursive, monospace, serif, sans-serif) then a preview of signature in selected font must be shown below before adding. #Manual"
"06BN8vUWd","When I click on ""Clear Signature"" button then the signature must get cleared in both input field and preview. #Manual","xu-LHjh0-","Test cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Settings > Screen 1: > Test cases > When I click on ""Clear Signature"" button then the signature must get cleared in both input field and preview. #Manual"
"-S4noX3VD","When I click on ""Sign"" button after typing signature then the signature must get added in the signature field. #Manual","xu-LHjh0-","Test cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Settings > Screen 1: > Test cases > When I click on ""Sign"" button after typing signature then the signature must get added in the signature field. #Manual"
